name,position,age,player_id,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
Bryan Edwards,WR,25.4,00-0036365,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-1.8314442201517522,0,34,59,571.0,3,1.0,0.0,827.0,190.0,26.0,18.282616587656474,0,13.675081930897841,1.6410125208989887,2.7878180219581807,4.412991396719209,0.0,75.10000000000001,109.1,16,0.0978441127694859,0.16626457579412948,0.08566275924256087,0.2797778297895325,0.12394182765357065,0.13636363636363635,0.1262135922330097,0.12719298245614036,0.1301527320086035,0.1264261893955838,0.9469320066334992,0.07494779072323587
Brycen Hopkins,TE,27.0,00-0036424,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,9.0,0,0.0,0.0,3.0,6.0,1.0,1.659181352937594,0,3.0,0.034482758620689655,0.013043478260869565,0.060854572713643175,0.0,0.9,1.9,1,0.034482758620689655,0.013043478260869565,0.05660377358490566,0.062158920539730135,0.036885245901639344,0.0,0.09090909090909091,0.07692307692307693,0.018442622950819672,0.029508196721311476,0.3103448275862069,0.02223262344956705
Buddy Howell,RB,26.9,00-0034449,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,11.0,0,0.0,0.0,0.0,-4.026010060682893,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00887812752219532
Byron Pringle,WR,30.4,00-0034297,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,42,60,568.0,5,0.0,0.0,641.0,187.0,32.0,36.73909083536926,0,19.610158014732264,1.6156527513652799,2.3538321589899422,4.07116163834088,0.0,86.8,128.8,16,0.09404388714733543,0.13844492440604753,0.07123809523809524,0.2518217702458412,0.11905260951582478,0.1388888888888889,0.12403100775193798,0.12585034013605442,0.12897074920235685,0.1230198653904376,0.890282131661442,0.07577629519808912
C.J. Beathard,QB,30.4,00-0033936,2021,2,2,33.0,0,0.0,0.0,0.0,0,0,27.0,6.0,1.0,1.829054368659854,0,1.2222222222222223,0.0,1,2.0,0,0.0,0.0,0.0,-0.5504119084216654,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.52,1.52,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.017186793306196293
C.J. Board,WR,30.2,00-0033367,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6.0,0,0.0,0.0,0.0,0.33306310197804123,0,4,6,51.0,0,0.0,0.0,102.0,13.0,3.0,-0.5555203012190759,0,1.9660869565217391,0.166001716001716,0.34076239191328705,0.4875362483418749,0.0,5.7,9.700000000000001,4,0.04195804195804196,0.07864302235929067,0.03494623655913978,0.1258514808244955,0.047397769516728624,0.0,0.06,0.05660377358490566,0.023698884758364312,0.037918215613382905,0.35664335664335667,0.02964185307419631
C.J. Ham,RB,30.7,00-0032918,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,34.0,0,0.0,0.0,3.0,0.11409412935608998,0,17,18,125.0,0,0.0,0.0,67.0,61.0,6.0,0.28594891884131357,0,22.412142857142857,0.5470596665160964,0.2489238448894753,0.9948361911967772,0.0,15.9,32.9,15,0.033271719038817,0.01560316721006055,0.03517877739331027,0.06239011232627394,0.03132832080200501,0.0,0.03260869565217391,0.028169014084507043,0.015664160401002505,0.02506265664160401,0.23105360443622922,0.0234714988941999
C.J. Saunders,WR,27.4,00-0036910,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,11.0,0,0.0,0.0,11.0,0.0,1.0,-0.3376889335922897,0,1.0,0.047619047619047616,0.038869257950530034,0.09863705199394245,0.0,1.1,3.1,1,0.046511627906976744,0.038869257950530034,0.0,0.10086284822088915,0.0502283105022831,0.0,0.1,0.08333333333333333,0.02511415525114155,0.04018264840182648,0.2558139534883721,0.03577198246018925
C.J. Uzomah,TE,31.2,00-0032134,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,49,63,493.0,5,0.0,0.0,274.0,300.0,24.0,19.42378815087177,0,27.3984804165811,1.9364311138872232,0.9903305291867762,3.5978780412615783,0.0,79.3,128.3,16,0.11977186311787072,0.06476010399432758,0.13003901170351106,0.23146587787226816,0.10556745182012849,0.14285714285714285,0.11764705882352941,0.12133891213389121,0.12421229733863567,0.11302539002753136,0.9372623574144486,0.08013240896883393
Calvin Ridley,WR,29.3,00-0034837,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,31,52,281.0,2,0.0,0.0,521.0,91.0,16.0,7.901234673704039,0,3.0052562325418317,1.3377233877233878,2.1307615100234396,3.4981181386014892,0.0,40.1,71.10000000000001,5,0.25870646766169153,0.39439818319454956,0.15268456375838926,0.7035782480481769,0.2119155354449472,0.2,0.24615384615384617,0.24,0.2059577677224736,0.20953242835595778,1.3980099502487562,0.1537164353353224
Cam Akers,RB,24.8,00-0036414,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,3.0,0,0.0,0.0,0.0,-1.516583125689067,0,3,3,10.0,0,0.0,0.0,6.0,4.0,0.0,-0.5766438449500129,0,1.6666666666666667,0.09375,0.02158273381294964,0.15573291366906475,0.0,1.3,4.3,1,0.09375,0.02158273381294964,0.058823529411764705,0.1578911870503597,0.04201680672268908,0.0,0.0,0.0,0.02100840336134454,0.033613445378151266,0.3125,0.04958487084870849
Cam Newton,QB,34.9,00-0027939,2021,69,126,684.0,4,5.0,10.0,83.0,0,0,878.0,309.0,32.0,-40.78142059471429,1,5.369804306157531,-0.16251612252459025,47,230.0,5,4.0,1.0,20.0,2.7116606686613522,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,86.36,86.36,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18116215649255296
Cam Sims,WR,28.2,00-0034104,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7.0,0,0.0,0.0,0.0,0.40346220385981724,0,15,23,211.0,2,0.0,0.0,267.0,42.0,11.0,8.951436545556941,0,8.864358869744427,0.8103151948740184,1.2244403481178447,2.072581035993519,0.0,33.800000000000004,48.8,10,0.07958477508650519,0.1231549815498155,0.043121149897330596,0.21790114786961018,0.1053419870194708,0.18181818181818182,0.11827956989247312,0.125,0.1435800844188263,0.120637225979213,0.7301038062283737,0.069002573456633
Cameron Batson,WR,27.2,00-0034652,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,15.0,0,0.0,0.0,1.0,0.5946283061639406,0,2,5,15.0,1,0.0,0.0,84.0,1.0,2.0,0.9303044960252009,0,1.028169014084507,0.12009419152276295,0.2571321658434366,0.36013380337455003,0.0,9.0,11.0,3,0.05102040816326531,0.11428571428571428,0.0024330900243309003,0.1679591836734694,0.02167630057803468,0.2,0.05263157894736842,0.06976744186046512,0.11083815028901735,0.05734104046242776,0.15306122448979592,0.03833019722628754
Cameron Brate,TE,32.7,00-0031273,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,30,57,245.0,4,0.0,0.0,434.0,81.0,15.0,-2.1851556426469148,0,12.438534175425655,1.3840879172165828,1.326942181877693,3.0049914031392593,0.0,48.5,78.5,16,0.08370044052863436,0.07941445562671547,0.03379224030037547,0.18908222529432392,0.04896083133493206,0.10256410256410256,0.05976095617529881,0.06551724137931035,0.07576246694951731,0.059681485580766164,0.35976505139500736,0.043792118534386575
Carlos Hyde,RB,33.4,00-0031045,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,72,253.0,1,2.0,2.0,14.0,-25.04209601742332,0,12,21,65.0,0,0.0,0.0,31.0,75.0,1.0,-6.569345206662547,0,-23.56923076923077,0.5414943960065911,0.1179925621293511,0.8948363875004325,0.0,33.800000000000004,45.800000000000004,11,0.052109181141439205,0.009624340266997827,0.06836827711941659,0.08586324392575707,0.028953229398663696,0.0,0.009345794392523364,0.008695652173913044,0.014476614699331848,0.023162583518930958,0.16129032258064516,0.060863787375415285
Carson Wentz,QB,31.2,00-0032950,2021,322,516,3563.0,27,7.0,32.0,227.0,4,4,3943.0,1650.0,165.0,12.846730000047256,2,16.17251763648937,1.3439113002502918,57,215.0,1,4.0,1.0,21.0,8.804901858292219,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,258.02000000000004,258.02000000000004,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1754856085750041
Case Keenum,QB,36.1,00-0028986,2021,47,72,462.0,3,1.0,5.0,29.0,1,1,414.0,306.0,25.0,-8.276253173967334,0,4.222563228571174,0.2424572420789043,12,22.0,0,0.0,0.0,6.0,-4.510518270983809,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.68,28.68,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07325670498084291
Cedrick Wilson,WR,28.4,00-0034418,2021,3,3,88.0,0,0.0,0.0,0.0,0,0,67.0,21.0,3.0,5.7490395497879945,0,4.260416666666667,0.0,2,11.0,0,0.0,0.0,1.0,1.9798408342758194,0,45,61,602.0,6,1.0,0.0,581.0,260.0,27.0,34.777382763575545,1,16.46539515965252,1.6291636049307845,1.905575515664411,3.7776482683612644,0.0,102.82,147.82,14,0.11401869158878504,0.133716915995397,0.1371308016877637,0.27800157017949517,0.14364113576712,0.16666666666666666,0.12857142857142856,0.13414634146341464,0.15515390121689332,0.14824624194702934,1.125233644859813,0.09622820836642493
CeeDee Lamb,WR,25.0,00-0036358,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,9,76.0,0,0.0,0.0,4.0,4.083713590283878,0,79,120,1102.0,6,0.0,0.0,1233.0,441.0,53.0,28.825307176290984,0,18.189744407042046,3.2123006890983232,4.177161207560411,7.742463878939772,0.0,153.8,232.8,16,0.2,0.26001687051876843,0.2089057318806253,0.5080134964150148,0.24019180470793375,0.15789473684210525,0.225531914893617,0.21611721611721613,0.1990432707750195,0.22373239113476806,1.8366666666666667,0.13615468294908234
Cethan Carter,TE,30.4,00-0033338,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,16.0,0,0.0,0.0,8.0,8.0,0.0,0.8726701226551086,0,9.142857142857142,0.04508611955420466,0.03644971832674098,0.09314398216002567,0.0,1.6,3.6,2,0.021739130434782608,0.01309328968903437,0.041237113402061855,0.04308332740340141,0.029850746268656716,0.0,0.0,0.0,0.014925373134328358,0.023880597014925373,0.17391304347826086,0.02210759027266028
Chad Henne,QB,38.6,00-0026197,2021,11,16,82.0,0,0.0,0.0,0.0,0,0,125.0,24.0,6.0,4.047984530450776,0,0.656,0.14622102327296965,8,0.0,0,2.0,0.0,0.0,-1.9872949765413068,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.2800000000000002,3.2800000000000002,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007410084944876198
Charlie Woerner,TE,26.5,00-0036429,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,6,52.0,0,0.0,0.0,52.0,9.0,3.0,2.718112677684985,0,4.476190476190476,0.22232397232397233,0.2169705387625855,0.4853653356197683,0.0,5.2,10.200000000000001,4,0.05454545454545454,0.05344295991778006,0.020930232558139535,0.12457254975240586,0.05621621621621622,0.0,0.07692307692307693,0.07317073170731707,0.02810810810810811,0.04497297297297298,0.4727272727272727,0.032268269534957296
Chase Claypool,WR,25.7,00-0036326,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,14,96.0,0,0.0,0.0,7.0,3.820542685338296,0,59,105,860.0,2,0.0,0.0,1202.0,295.0,36.0,9.79091478392468,0,11.588407697825627,2.705443313488666,4.51066983833907,7.2156338570703475,0.0,107.60000000000001,166.6,15,0.18292682926829268,0.31623257037621677,0.16032608695652173,0.5273763002034124,0.24273214789726222,0.09523809523809523,0.2,0.1890547263681592,0.16898512156767873,0.21323333736542882,1.4982578397212543,0.1330012294231291
Chase Daniel,QB,37.3,00-0026544,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,-2.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001774622892635315
Chase Edmonds,RB,28.0,00-0034681,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,116,592.0,2,0.0,0.0,32.0,11.634678101919178,0,43,53,311.0,0,1.0,1.0,23.0,324.0,11.0,-4.272553728302632,0,11.860247432306256,1.6154208614663041,0.1143961469359809,2.5032085950546428,0.0,100.30000000000001,143.3,12,0.12771084337349398,0.007246376811594203,0.19494584837545126,0.19736336650951633,0.09141681363903587,0.0,0.07142857142857142,0.0625,0.04570840681951793,0.07313345091122869,0.7493975903614458,0.1173263030342727
Chester Rogers,WR,30.1,00-0032355,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,9.0,0,0.0,0.0,0.0,0.7513755353866145,0,30,43,301.0,1,0.0,0.0,323.0,103.0,12.0,2.8218427654397105,0,14.449402100631609,1.3143934539627817,1.2202383997558859,2.8257570607732925,0.0,37.0,67.0,16,0.08481262327416174,0.08504476040021064,0.0627666057282145,0.19525474323141112,0.08674351585014409,0.047619047619047616,0.06629834254143646,0.06435643564356436,0.06718128173459585,0.07891862220392479,0.5936883629191322,0.049670101564237526
Chris Carson,RB,29.4,00-0033594,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,54,232.0,3,1.0,1.0,11.0,-1.7708722470561042,0,6,6,29.0,0,0.0,0.0,-13.0,42.0,1.0,-0.4877402518177405,0,-9.266666666666666,0.2597402597402597,-0.07569967266775778,0.3366206187429592,0.0,42.1,48.1,4,0.05504587155963303,-0.013713080168776372,0.07720588235294118,0.07159834320442846,0.027777777777777776,0.0,0.023809523809523808,0.0196078431372549,0.013888888888888888,0.022222222222222223,0.26605504587155965,0.12462431340035236
Chris Conley,WR,31.4,00-0032128,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3.0,0,0.0,0.0,1.0,0.4300111241172999,0,22,37,323.0,2,1.0,1.0,340.0,126.0,15.0,10.734472966737542,0,10.804370176588739,1.2742665587230804,1.8428410145489542,3.2013885482688886,0.0,42.6,64.60000000000001,14,0.08131868131868132,0.1045510455104551,0.08502024291497975,0.20561885838638608,0.10638998682476944,0.125,0.10869565217391304,0.11038961038961038,0.11569499341238472,0.11011198945981557,0.7098901098901099,0.06356766118239787
Chris Evans,RB,26.5,00-0036857,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,17,77.0,0,0.0,0.0,3.0,0.6834132571821101,0,15,17,151.0,2,0.0,0.0,50.0,113.0,6.0,12.032586584727328,0,32.32271062271062,0.599020319469546,0.1686972351624471,1.0166185438180322,0.0,34.8,49.8,9,0.059233449477351915,0.022251891410769914,0.1008028545941124,0.1066516873446438,0.06786516853932584,0.1111111111111111,0.05714285714285714,0.06504065040650407,0.08948813982521847,0.0765143570536829,0.5261324041811847,0.060414897488778346
Chris Godwin,WR,28.1,00-0033921,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,21.0,1,0.0,0.0,4.0,3.0718219943228178,0,98,127,1103.0,5,2.0,2.0,931.0,586.0,55.0,36.05648674908548,0,18.649696843320267,2.9557375845861795,2.73695607499135,6.349475629373214,0.0,144.4,242.4,14,0.2078559738134206,0.1931134619373574,0.26782449725776963,0.46627473027001687,0.24983012457531145,0.1388888888888889,0.24444444444444444,0.22988505747126436,0.19435950673210017,0.22764187743802697,1.8052373158756136,0.15403189934549152
Chris Herndon,TE,28.0,00-0034766,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,7,40.0,1,0.0,0.0,29.0,31.0,4.0,1.9023339864215814,0,3.2555555555555555,0.1844793656736004,0.09517789095838922,0.34334357218127304,0.0,10.0,14.0,5,0.034653465346534656,0.019192587690271344,0.04626865671641791,0.06733426817201907,0.02799160251924423,0.1,0.06666666666666667,0.07142857142857142,0.06399580125962212,0.042393282015395384,0.19801980198019803,0.02676045569233122
Chris Hogan,WR,34.3,00-0028237,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,8,41.0,1,0.0,0.0,49.0,13.0,2.0,0.032242007087916136,0,10.363636363636363,0.35549450549450545,0.23896249216163978,0.7005155027549061,0.0,10.1,14.1,5,0.06666666666666667,0.0457089552238806,0.03258145363408521,0.13656716417910447,0.04535398230088496,0.08333333333333333,0.043478260869565216,0.05172413793103448,0.06434365781710914,0.052949852507374634,0.3416666666666667,0.03503453759379814
Chris Manhertz,TE,32.0,00-0031484,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,9,71.0,1,0.0,0.0,68.0,26.0,4.0,3.1535110025433823,0,11.372222222222222,0.2728144168388071,0.21809551672485258,0.5618884869656074,0.0,13.1,19.1,8,0.03169014084507042,0.028110789582472095,0.035278154681139755,0.07002384293358331,0.040455840455840456,0.14285714285714285,0.04938271604938271,0.056818181818181816,0.09165649165649165,0.06093610093610094,0.25,0.033344972067039104
Chris Moore,WR,30.8,00-0032398,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,21,22,227.0,2,0.0,0.0,90.0,150.0,6.0,7.926040963793639,0,16.08800505050505,0.7086263072676116,0.2980422826526721,1.2715690587582877,0.0,34.7,55.7,8,0.0830188679245283,0.04345726702076291,0.17103762827822122,0.15929411550340278,0.11792207792207793,0.16666666666666666,0.07228915662650602,0.08421052631578947,0.1422943722943723,0.12767099567099569,0.8566037735849057,0.08468906796411738
Chris Myarick,TE,28.3,00-0035345,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,6,17.0,1,0.0,0.0,13.0,8.0,2.0,-4.3384086560690776,0,2.8666666666666667,0.17418479677916673,0.07071037495785151,0.31077445763924616,0.0,7.699999999999999,10.7,4,0.04,0.013429752066115703,0.021917808219178082,0.07074380165289257,0.025073746312684365,0.2,0.05555555555555555,0.07317073170731707,0.11253687315634218,0.0600589970501475,0.11333333333333333,0.04172841432025583
Chris Streveler,QB,29.1,00-0035752,2021,6,9,36.0,0,0.0,2.0,17.0,0,0,38.0,22.0,1.0,-4.2565559186041355,0,0.9473684210526315,0.004680442008339794,3,6.0,0,1.0,0.0,0.0,-5.706268456298858,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.04,2.04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013394615889691397
Christian Blake,WR,26.7,00-0034132,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,9,25.0,0,0.0,0.0,58.0,2.0,2.0,-4.044391768111382,0,2.592857142857143,0.25780520256326706,0.22126877228054748,0.5415959444412838,0.0,2.5,6.5,6,0.04285714285714286,0.037037037037037035,0.0037243947858473,0.09391534391534391,0.017361111111111112,0.0,0.028985507246376812,0.02631578947368421,0.008680555555555556,0.01388888888888889,0.11904761904761904,0.014434821230290917
Christian Kirk,WR,27.4,00-0034775,2021,1,1,33.0,0,0.0,0.0,0.0,0,0,33.0,0.0,1.0,3.0305774064618163,0,1.0,0.0,1,11.0,0,0.0,0.0,1.0,0.6512457074131817,0,77,103,982.0,5,0.0,0.0,1189.0,243.0,44.0,51.099387971530916,0,16.149421153488504,3.123731658943694,4.698994164001606,7.974893403216665,0.0,130.62,207.62,17,0.17428087986463622,0.2694312259234081,0.1066257130320316,0.47696630053568084,0.21260012989824636,0.18518518518518517,0.205607476635514,0.2033195020746888,0.19889265754171576,0.20711714095563413,1.661590524534687,0.1257876114773168
Christian McCaffrey,RB,27.8,00-0033280,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,99,442.0,1,1.0,0.0,20.0,1.7780662637261173,0,37,41,343.0,1,0.0,0.0,91.0,258.0,21.0,21.083400368283037,0,30.595604395604397,1.3134681539158737,0.6005932962574912,2.390617538254054,0.0,90.5,127.5,7,0.1774891774891775,0.05741324921135647,0.34308510638297873,0.31216436560285143,0.21397379912663755,0.16666666666666666,0.2625,0.2558139534883721,0.19032023289665212,0.2045123726346434,1.4848484848484849,0.23566596428967507
Chuba Hubbard,RB,24.8,00-0036555,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,172,612.0,5,1.0,1.0,36.0,-23.95744014318916,0,25,37,174.0,1,0.0,0.0,14.0,160.0,8.0,-10.226984497699739,0,14.903174603174605,1.1260298748156554,-0.008363581584415141,1.6831903051143926,0.0,112.6,137.6,16,0.06468531468531469,0.0032748538011695906,0.09127210496292071,0.0996478550689077,0.051418439716312055,0.08333333333333333,0.04878048780487805,0.05113636363636364,0.0673758865248227,0.05780141843971631,0.3041958041958042,0.11966674203816115
Clyde Edwards-Helaire,RB,25.0,00-0036360,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,119,517.0,4,2.0,2.0,21.0,-8.796600045228843,0,19,23,129.0,2,0.0,0.0,-53.0,169.0,8.0,-0.965723157404438,1,-8.88809523809524,0.7096877497080337,-0.26661715212160214,0.8778996180769291,0.0,98.6,117.6,10,0.06353591160220995,-0.020471224410969487,0.1093143596377749,0.07892688787453933,0.045104895104895106,0.08333333333333333,0.052980132450331126,0.05714285714285714,0.06421911421911422,0.05275058275058275,0.356353591160221,0.1122673031026253
Codey McElroy,WR,30.2,00-0034735,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,11.0,0.0,0.0,-0.740482040331699,0,0.0,0.023255813953488372,0.023965141612200435,0.051659320058772856,0.0,0.0,0.0,1,0.023255813953488372,0.023965141612200435,0.0,0.05405583421999291,0.0,,0.0,0.0,,,0.0,0.0
Cody Hollister,WR,30.2,00-0033386,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,7,33.0,0,0.0,0.0,72.0,17.0,4.0,-1.7773421431193128,0,3.061006289308176,0.2863095238095238,0.3859920117712637,0.6996586939541702,0.0,3.3000000000000003,7.300000000000001,3,0.08333333333333333,0.14516129032258066,0.07391304347826087,0.24112903225806454,0.07551487414187644,0.0,0.16666666666666666,0.16,0.03775743707093822,0.060411899313501154,0.39285714285714285,0.038324233515329695
Cody White,WR,25.2,00-0035891,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,6,33.0,0,0.0,0.0,38.0,14.0,3.0,2.2627104824059643,0,3.9743589743589745,0.14591133004926107,0.16711959701299986,0.3358507129829915,0.0,3.3000000000000003,8.3,3,0.047619047619047616,0.052269601100412656,0.03167420814479638,0.11324425230890156,0.043137254901960784,0.0,0.07317073170731707,0.06666666666666667,0.021568627450980392,0.034509803921568626,0.2619047619047619,0.03263861580810067
Colby Parkinson,TE,25.2,00-0036244,2021,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,8,33.0,0,0.0,0.0,47.0,20.0,2.0,0.9654066622024402,0,5.96,0.29063593813593813,0.17918192395557733,0.5613812539728114,0.0,3.3000000000000007,8.3,5,0.05673758865248227,0.03391053391053391,0.04073319755600815,0.11223481010715053,0.028820960698689956,0.0,0.037037037037037035,0.03076923076923077,0.014410480349344978,0.023056768558951966,0.23404255319148937,0.017818806354658653
Cole Beasley,WR,34.9,00-0029000,2021,0,1,0.0,0,0.0,0.0,0.0,0,0,19.0,0.0,0.0,-0.47759081999538466,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,82,112,693.0,1,1.0,0.0,630.0,305.0,34.0,5.137129305082187,1,28.944481890557235,2.9472603204445234,2.073978501991205,5.872675432060628,0.0,77.3,159.3,16,0.18421052631578946,0.12490087232355274,0.1901496259351621,0.37623648733252635,0.1675531914893617,0.030303030303030304,0.1574074074074074,0.14056224899598393,0.098928110896196,0.14010315925209543,1.1398026315789473,0.1004958552556872
